,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256
91,92,1.0,BOLSHAKOVA Valeriya,26,AZE,bolshakovav,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,15.0,7.0,coudercanna,8.0,V,6.0,15.0,eiflerlaris,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,5.0,17.0,18.0,0.4,-1.0,6.0,D/3,D/3,D/1,V/5,V/5,,5.0,V,5.0,2.0,gonzalezcas,D,3.0,5.0,garganorebe,D,3.0,5.0,BRIND'AMOUR Pamela,V,5.0,1.0,corbyjessic,D,1.0,5.0,gallardoitz,,,,,,,,,
92,93,1.0,BRIND'AMOUR Pamela,29,CAN,brind'amour,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,15.0,10.0,weenicolesh,5.0,V,11.0,15.0,suzannecoli,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,2.0,5.0,17.0,20.0,0.4,-3.0,1.0,D/2,D/1,D/4,V/5,V/5,,5.0,D,2.0,5.0,garganorebe,D,1.0,5.0,gallardoitz,V,5.0,3.0,bolshakovav,V,5.0,2.0,gonzalezcas,D,4.0,5.0,corbyjessic,,,,,,,,,
93,94,1.0,KRUEGER Lea,26,GER,kruegerlea,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,15.0,11.0,kaspiarovic,4.0,V,13.0,15.0,kozaczukmal,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,5.0,16.0,20.0,0.4,-4.0,3.0,V/5,V/5,D/1,D/2,D/3,,5.0,D,1.0,5.0,mormilechia,V,5.0,4.0,leealexandr,D,2.0,5.0,clapierfaus,V,5.0,1.0,mateimaria,D,3.0,5.0,hernandezel,,,,,,,,,
94,95,1.0,CORTEYN Jolien,20,BEL,corteynjoli,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,15.0,8.0,mukaeayaka,7.0,V,7.0,15.0,matuszaksyl,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,2.0,6.0,19.0,23.0,0.333,-4.0,3.0,V/5,D/4,V/5,D/1,D/2,D/2,6.0,D,2.0,5.0,hengjulietj,D,4.0,5.0,sasakiharun,V,5.0,0.0,gogouelenil,V,5.0,3.0,saraamanal,D,1.0,5.0,poupinetann,D,2.0,5.0,navarroarac,,,,,
95,96,1.0,BUNYATOVA Sevil,32,AZE,bunyatovase,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,15.0,5.0,gulikanasta,10.0,V,7.0,15.0,russofrance,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,1.0,5.0,12.0,21.0,0.2,-9.0,2.0,D/2,D/4,D/1,V/5,D/0,,5.0,D,2.0,5.0,battistonmi,D,0.0,5.0,boudiafsaou,D,1.0,5.0,theodoremar,D,4.0,5.0,leunglokman,V,5.0,1.0,bentolilaes,,,,,,,,,
96,97,0.5,GULIK Anastassiya,24,KAZ,gulikanasta,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,5.0,15.0,bunyatovase,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,4.0,6.0,26.0,18.0,0.667,8.0,1.0,V/5,V/5,V/5,V/5,D/2,D/4,6.0,V,5.0,1.0,mukaeayaka,D,4.0,5.0,matuszaksyl,V,5.0,2.0,blanconarva,V,5.0,4.0,brayjenna,D,2.0,5.0,fuying,V,5.0,1.0,moutopoulou,,,,,
97,97,0.5,PRIKHODKO Tatyana,28,KAZ,prikhodkota,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,13.0,15.0,pliegopaola,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,4.0,6.0,26.0,18.0,0.667,8.0,5.0,V/5,V/5,V/5,D/2,D/4,V/5,6.0,V,5.0,4.0,karimovasab,D,2.0,5.0,dicarloales,V,5.0,1.0,kourousiann,V,5.0,1.0,lauwingyi,V,5.0,2.0,kehlizohran,D,4.0,5.0,nazlymovtat,,,,,
98,99,0.5,LEE Rajin,32,KOR,leerajin,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,0.0,0.0,wakitajumi,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,4.0,6.0,24.0,18.0,0.667,6.0,1.0,D/3,V/5,V/5,D/1,V/5,V/5,6.0,V,5.0,2.0,zhuangcheny,V,5.0,3.0,katonarenat,D,1.0,5.0,maxwellcait,V,5.0,2.0,chatzakouka,V,5.0,1.0,fraatzkrees,D,3.0,5.0,cieslarzuza,,,,,
99,100,0.5,MUKAE Ayaka,23,JPN,mukaeayaka,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,corteynjoli,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,4.0,6.0,23.0,18.0,0.667,5.0,4.0,D/1,V/5,V/5,V/5,D/2,V/5,6.0,D,1.0,5.0,gulikanasta,V,5.0,3.0,blanconarva,V,5.0,3.0,brayjenna,D,2.0,5.0,fuying,V,5.0,0.0,moutopoulou,V,5.0,2.0,matuszaksyl,,,,,
100,100,0.5,SASAKI Haruna,25,JPN,sasakiharun,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,10.0,15.0,skarbonkiew,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,4.0,6.0,23.0,18.0,0.667,5.0,2.0,V/5,V/5,V/5,D/1,V/5,D/2,6.0,D,1.0,5.0,poupinetann,V,5.0,4.0,corteynjoli,V,5.0,2.0,hengjulietj,D,2.0,5.0,navarroarac,V,5.0,0.0,gogouelenil,V,5.0,2.0,saraamanal,,,,,
101,102,0.5,KASPIAROVICH Palina,26,AZE,kaspiarovic,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,11.0,15.0,kruegerlea,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,3.0,5.0,21.0,17.0,0.6,4.0,3.0,V/5,D/2,D/4,V/5,V/5,,5.0,D,4.0,5.0,paizimarina,V,5.0,3.0,mihailovaan,V,5.0,3.0,lamhinwai,D,2.0,5.0,passaroeloi,V,5.0,1.0,pliegopaola,,,,,,,,,
102,103,0.5,WEE Nicole Sher Tynn,22,SGP,weenicolesh,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,10.0,15.0,brind'amour,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,3.0,5.0,17.0,14.0,0.6,3.0,1.0,D/0,V/5,V/5,V/5,D/2,,5.0,D,0.0,5.0,potz-nagyfa,V,5.0,0.0,suzannecoli,D,2.0,5.0,eiflerlaris,V,5.0,0.0,livanoueiri,V,5.0,4.0,ciaragliaso,,,,,,,,,
103,104,0.5,COUDERC Annah,20,FRA,coudercanna,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,bolshakovav,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,3.0,6.0,24.0,20.0,0.5,4.0,1.0,D/2,V/5,D/4,V/5,V/5,D/3,6.0,D,4.0,5.0,johnsonhono,D,3.0,5.0,martin-port,V,5.0,1.0,klimavicius,V,5.0,2.0,konstantako,V,5.0,2.0,gasparingiu,D,2.0,5.0,takashimari,,,,,
104,105,0.5,MA Yingjia,24,CHN,mayingjia,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,9.0,15.0,arpinogiuli,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,3.0,6.0,22.0,20.0,0.5,2.0,3.0,D/2,V/5,V/5,D/3,D/2,V/5,6.0,D,2.0,5.0,sarybayaige,V,5.0,4.0,greenbaumat,V,5.0,1.0,doukaanna,D,2.0,5.0,unludagdeni,D,3.0,5.0,hramovaolga,V,5.0,0.0,gutierrezro,,,,,
105,106,0.5,DAVIS Alexandra,24,GBR,davisalexan,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,4.0,15.0,ciaragliaso,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,3.0,6.0,21.0,19.0,0.5,2.0,3.0,D/0,V/5,D/4,V/5,V/5,D/2,6.0,V,5.0,0.0,palaskaagni,V,5.0,4.0,chuwingkiu,D,4.0,5.0,kosefatmaze,D,0.0,5.0,ozakiseri,V,5.0,0.0,leekarmoon,D,2.0,5.0,kozaczukmal,,,,,
106,107,0.5,GIMALAC Margaux,25,FRA,gimalacmarg,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,11.0,15.0,sarybayaige,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,3.0,6.0,24.0,23.0,0.5,1.0,5.0,D/4,V/5,V/5,V/5,D/1,D/4,6.0,V,5.0,3.0,derkumliska,V,5.0,1.0,westwellamy,D,4.0,5.0,jijieishvil,D,4.0,5.0,mpenouklair,V,5.0,4.0,kanekoyuina,D,1.0,5.0,seojiyeon,,,,,
107,108,0.5,BRAY Jenna,23,GBR,brayjenna,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,10.0,15.0,buerkertann,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,3.0,6.0,23.0,25.0,0.5,-2.0,3.0,D/4,V/5,D/3,V/5,V/5,D/1,6.0,V,5.0,4.0,fuying,V,5.0,3.0,moutopoulou,D,3.0,5.0,mukaeayaka,D,4.0,5.0,gulikanasta,V,5.0,3.0,blanconarva,D,1.0,5.0,matuszaksyl,,,,,
108,109,0.5,DERKUM Liska,23,GER,derkumliska,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,13.0,15.0,chuwingkiu,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,3.0,6.0,20.0,22.0,0.5,-2.0,2.0,D/2,V/5,V/5,D/3,D/0,V/5,6.0,D,3.0,5.0,gimalacmarg,V,5.0,4.0,kanekoyuina,D,0.0,5.0,seojiyeon,V,5.0,2.0,mpenouklair,V,5.0,1.0,westwellamy,D,2.0,5.0,jijieishvil,,,,,
109,110,0.5,GASPARIN Giulia,31,BRA,gasparingiu,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,6.0,15.0,hengjulietj,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,3.0,6.0,22.0,25.0,0.5,-3.0,6.0,D/2,D/2,V/5,V/5,V/5,D/3,6.0,V,5.0,3.0,konstantako,D,3.0,5.0,martin-port,D,2.0,5.0,takashimari,V,5.0,4.0,johnsonhono,D,2.0,5.0,coudercanna,V,5.0,5.0,martin-port,,,,,
110,111,0.5,POTZ-NAGY Fanni,20,HUN,potz-nagyfa,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,9.0,15.0,corteynsaar,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,2.0,5.0,18.0,15.0,0.4,3.0,2.0,V/5,D/4,D/2,V/5,D/2,,5.0,V,5.0,0.0,weenicolesh,D,2.0,5.0,eiflerlaris,D,2.0,5.0,ciaragliaso,D,4.0,5.0,suzannecoli,V,5.0,0.0,livanoueiri,,,,,,,,,
111,112,0.5,THEODORE Maria Angela,21,USA,theodoremar,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,katonarenat,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,2.0,5.0,18.0,17.0,0.4,1.0,4.0,D/4,V/5,V/5,D/4,D/0,,5.0,V,5.0,1.0,leunglokman,D,4.0,5.0,bentolilaes,V,5.0,1.0,bunyatovase,D,0.0,5.0,boudiafsaou,D,4.0,5.0,battistonmi,,,,,,,,,
112,113,0.5,DAYKIN Kate,25,GBR,daykinkate,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,jijieishvil,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,2.0,5.0,20.0,20.0,0.4,0.0,2.0,D/3,V/5,V/5,D/4,D/3,,5.0,D,3.0,5.0,arpinogiuli,D,3.0,5.0,carvalhoisa,V,5.0,2.0,iacobfelici,V,5.0,3.0,ponichmaris,D,4.0,5.0,watorangeli,,,,,,,,,
113,114,0.5,PONICH Marissa,34,CAN,ponichmaris,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,lupuandreea,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,2.0,5.0,21.0,23.0,0.4,-2.0,3.0,V/5,D/3,D/4,V/5,D/4,,5.0,D,4.0,5.0,iacobfelici,V,5.0,4.0,arpinogiuli,V,5.0,4.0,watorangeli,D,3.0,5.0,daykinkate,D,4.0,5.0,carvalhoisa,,,,,,,,,
114,115,0.5,IACOB Felicia,20,ROU,iacobfelici,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,karimovasab,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,2.0,5.0,20.0,22.0,0.4,-2.0,4.0,V/5,D/2,V/5,D/4,D/4,,5.0,V,5.0,4.0,ponichmaris,D,4.0,5.0,watorangeli,D,2.0,5.0,daykinkate,D,4.0,5.0,carvalhoisa,V,5.0,3.0,arpinogiuli,,,,,,,,,
115,116,0.5,MATEI Maria,20,ROU,mateimaria,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,9.0,15.0,watorangeli,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,2.0,5.0,16.0,18.0,0.4,-2.0,2.0,V/5,D/1,V/5,D/2,D/3,,5.0,V,5.0,2.0,leealexandr,D,3.0,5.0,hernandezel,V,5.0,1.0,mormilechia,D,1.0,5.0,kruegerlea,D,2.0,5.0,clapierfaus,,,,,,,,,
116,117,0.5,MORMILE Chiara,26,ITA,mormilechia,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,11.0,15.0,tariccobene,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,2.0,5.0,14.0,16.0,0.4,-2.0,4.0,D/1,D/1,V/5,D/2,V/5,,5.0,V,5.0,1.0,kruegerlea,D,2.0,5.0,clapierfaus,D,1.0,5.0,mateimaria,V,5.0,0.0,hernandezel,D,1.0,5.0,leealexandr,,,,,,,,,
117,118,0.5,ONG Jessica Shu Hui,22,SGP,ongjessicas,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,6.0,15.0,perezcuenca,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,2.0,5.0,15.0,18.0,0.4,-3.0,3.0,D/3,V/5,V/5,D/2,D/0,,5.0,V,5.0,1.0,herreralara,D,3.0,5.0,kakhiani-me,D,2.0,5.0,funkejulika,V,5.0,2.0,gazepidimar,D,0.0,5.0,lucariniluc,,,,,,,,,
118,119,0.5,LAM Hin Wai,30,HKG,lamhinwai,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,kakhiani-me,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,2.0,5.0,18.0,22.0,0.4,-4.0,5.0,V/5,D/2,D/3,D/3,V/5,,5.0,V,5.0,4.0,pliegopaola,D,3.0,5.0,paizimarina,D,3.0,5.0,kaspiarovic,V,5.0,3.0,mihailovaan,D,2.0,5.0,passaroeloi,,,,,,,,,
119,120,0.5,GONZALEZ CASTELLANOS Linda Ibeth,26,COL,gonzalezcas,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,11.0,15.0,gallardoitz,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,5.0,16.0,20.0,0.4,-4.0,5.0,D/2,D/2,V/5,V/5,D/2,,5.0,D,2.0,5.0,bolshakovav,V,5.0,2.0,corbyjessic,V,5.0,3.0,gallardoitz,D,2.0,5.0,brind'amour,D,2.0,5.0,garganorebe,,,,,,,,,
120,121,0.5,LOO Heidi Yan Kay,18,SGP,looheidiyan,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,sanoyui,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.0,5.0,14.0,20.0,0.4,-6.0,4.0,V/5,D/2,D/1,V/5,D/1,,5.0,D,1.0,5.0,jeoneunhye,V,5.0,3.0,baldozoemar,D,2.0,5.0,laszloluca,D,1.0,5.0,chadalavada,V,5.0,2.0,lytinaekate,,,,,,,,,
121,122,0.5,BALDO Zoe Marie,20,CRO,baldozoemar,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,leealexandr,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,2.0,5.0,15.0,22.0,0.4,-7.0,5.0,V/5,D/1,D/1,D/3,V/5,,5.0,V,5.0,4.0,chadalavada,D,3.0,5.0,looheidiyan,D,1.0,5.0,jeoneunhye,V,5.0,3.0,lytinaekate,D,1.0,5.0,laszloluca,,,,,,,,,
122,122,0.5,LEUNG Lok Man Laren,19,HKG,leunglokman,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,chadalavada,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,2.0,5.0,15.0,22.0,0.4,-7.0,3.0,D/2,V/5,D/1,V/5,D/2,,5.0,D,1.0,5.0,theodoremar,D,2.0,5.0,battistonmi,V,5.0,3.0,bentolilaes,V,5.0,4.0,bunyatovase,D,2.0,5.0,boudiafsaou,,,,,,,,,
123,124,0.5,HERNANDEZ Elena,22,ESP,hernandezel,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,russofrance,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,2.0,5.0,14.0,21.0,0.4,-7.0,6.0,D/2,V/5,V/5,D/0,D/2,,5.0,D,2.0,5.0,clapierfaus,V,5.0,3.0,mateimaria,D,2.0,5.0,LEE Alexandra,D,0.0,5.0,mormilechia,V,5.0,3.0,kruegerlea,,,,,,,,,
124,125,0.5,GUO Yiqi,25,CHN,guoyiqi,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,erbilnisanu,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,2.0,6.0,23.0,22.0,0.333,1.0,4.0,D/4,D/1,D/4,D/4,V/5,V/5,6.0,D,4.0,5.0,buerkertann,D,4.0,5.0,mavrikakiat,D,4.0,5.0,vongsavadym,V,5.0,2.0,russofrance,D,1.0,5.0,jeonhayoung,V,5.0,0.0,alexandresc,,,,,
125,126,0.5,ABRAM-MOORE Bea,18,GBR,abram-moore,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,13.0,15.0,zhuangcheny,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,2.0,6.0,20.0,21.0,0.333,-1.0,3.0,V/5,D/2,D/4,D/0,V/5,D/4,6.0,V,5.0,0.0,laurentclar,D,2.0,5.0,erbilnisanu,D,4.0,5.0,fukushimash,V,5.0,1.0,syntychakie,D,0.0,5.0,linderkara,D,4.0,5.0,szucsluca,,,,,
126,127,0.5,VASILEVA Veronika,16,AUS,vasilevaver,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,10.0,15.0,kimuramarin,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,2.0,6.0,20.0,24.0,0.333,-4.0,5.0,V/5,D/2,V/5,D/3,D/3,D/2,6.0,D,2.0,5.0,balzersara,D,3.0,5.0,kobayashika,V,5.0,4.0,lupuandreea,D,2.0,5.0,skarbonkiew,V,5.0,0.0,christeaart,D,3.0,5.0,venturamari,,,,,
127,128,0.5,BELTRAN ROJAS Valentina,18,COL,beltranroja,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,1.0,15.0,takashimari,-14.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,2.0,6.0,19.0,23.0,0.333,-4.0,1.0,V/5,D/3,D/1,D/2,V/5,D/3,6.0,D,1.0,5.0,noutchasara,D,3.0,5.0,rotiliclaud,D,2.0,5.0,kimuramarin,D,3.0,5.0,kimjeongmi,V,5.0,0.0,apostolopou,V,5.0,3.0,vutovateodo,,,,,
128,129,0.25,KEHLI Zohra Nora,21,ALG,kehlizohran,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,14.0,15.0,linkesi,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,2.0,6.0,17.0,21.0,0.333,-4.0,3.0,V/5,D/1,D/1,D/2,D/3,V/5,6.0,D,3.0,5.0,nazlymovtat,D,1.0,5.0,karimovasab,D,1.0,5.0,dicarloales,V,5.0,0.0,kourousiann,D,2.0,5.0,prikhodkota,V,5.0,1.0,lauwingyi,,,,,
129,130,0.25,VENTURA Maria,22,ESP,venturamari,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,11.0,15.0,gettelisa,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,2.0,6.0,17.0,24.0,0.333,-7.0,6.0,D/1,D/2,V/5,D/2,V/5,D/2,6.0,V,5.0,1.0,christeaart,D,2.0,5.0,skarbonkiew,D,2.0,5.0,balzersara,D,2.0,5.0,kobayashika,D,1.0,5.0,lupuandreea,V,5.0,5.0,skarbonkiew,,,,,
130,131,0.25,LAURENT Clara,26,FRA,laurentclar,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,11.0,15.0,kobayashika,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,2.0,6.0,16.0,23.0,0.333,-7.0,6.0,V/5,D/2,D/0,V/5,D/4,D/0,6.0,D,0.0,5.0,abram-moore,D,0.0,5.0,szucsluca,D,2.0,5.0,erbilnisanu,V,5.0,2.0,fukushimash,V,5.0,1.0,syntychakie,D,4.0,5.0,szucsluca,,,,,
131,132,0.25,POTTER Sophia,22,GBR,pottersophi,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,3.0,15.0,ozakiseri,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,2.0,6.0,18.0,26.0,0.333,-8.0,6.0,D/2,D/0,V/5,D/4,D/2,V/5,6.0,V,5.0,2.0,lupeicamari,V,5.0,4.0,battaisugar,D,0.0,5.0,gettelisa,D,4.0,5.0,wakitajumi,D,2.0,5.0,gordontamar,D,2.0,4.0,battaisugar,,,,,
132,133,0.25,FRAATZ Kreestel,21,GUA,fraatzkrees,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,3.0,15.0,kimjeongmi,-12.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,2.0,6.0,14.0,22.0,0.333,-8.0,6.0,D/1,D/3,V/5,D/0,V/5,D/0,6.0,V,5.0,1.0,chatzakouka,D,0.0,5.0,katonarenat,D,3.0,5.0,cieslarzuza,D,0.0,5.0,zhuangcheny,D,1.0,5.0,leerajin,V,5.0,5.0,katonarenat,,,,,
133,134,0.25,DAGHFOUS Yasmine,22,TUN,daghfousyas,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,johnsonhono,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,2.0,6.0,17.0,26.0,0.333,-9.0,3.0,D/1,D/2,V/5,V/5,D/2,D/2,6.0,D,2.0,5.0,fox-gitomer,D,2.0,5.0,linkesi,V,5.0,2.0,chatzikokki,D,1.0,5.0,contreraspa,V,5.0,4.0,dospaykarin,D,2.0,5.0,corteynsaar,,,,,
134,135,0.25,LAU Wing Yi,24,HKG,lauwingyi,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,10.0,15.0,matuszaksyl,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,2.0,6.0,15.0,26.0,0.333,-11.0,7.0,V/5,D/0,D/1,V/5,D/1,D/3,6.0,V,5.0,2.0,kourousiann,D,3.0,5.0,nazlymovtat,D,1.0,5.0,prikhodkota,D,0.0,5.0,karimovasab,V,5.0,5.0,kehlizohran,V,5.0,4.0,dicarloales,,,,,
135,135,0.25,MPENOU Klairi,26,GRE,mpenouklair,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,7.0,15.0,szucsluca,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,2.0,6.0,15.0,26.0,0.333,-11.0,7.0,D/2,D/2,D/1,V/5,V/5,D/0,6.0,D,2.0,5.0,jijieishvil,D,0.0,5.0,seojiyeon,V,5.0,4.0,gimalacmarg,D,2.0,5.0,derkumliska,V,5.0,5.0,kanekoyuina,V,5.0,2.0,westwellamy,,,,,
136,137,0.25,CHRISTEA Artemis Caroline,18,GRE,christeaart,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,5.0,15.0,fukushimash,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,2.0,6.0,12.0,26.0,0.333,-14.0,3.0,D/1,D/0,V/5,D/0,D/1,V/5,6.0,D,1.0,5.0,venturamari,D,0.0,5.0,balzersara,V,5.0,4.0,kobayashika,D,1.0,5.0,lupuandreea,D,0.0,5.0,vasilevaver,V,5.0,2.0,skarbonkiew,,,,,
137,138,0.25,LEE Jolie Kar Yi,23,SGP,leejoliekar,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,8.0,15.0,greenbaumat,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,1.0,5.0,15.0,24.0,0.2,-9.0,1.0,D/3,D/2,V/5,D/3,D/2,,5.0,D,3.0,5.0,luteatania,D,2.0,5.0,tartakovsky,D,2.0,5.0,perezcuenca,D,3.0,5.0,tariccobene,V,5.0,4.0,sanoyui,,,,,,,,,
