,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256
334,163,0.25,AZNAR Laura,18,ESP,aznarlaura,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,3.0,6.0,24.0,20.0,0.5,4.0,6.0,V/5,D/2,V/5,D/3,V/5,D/4,6.0,V,5,4,elkordcamil,D,4,5,mihalykata,D,2,3,soldatovaan,D,3,5,vanrysselel,V,5,1,petkoviclar,V,5,5,mihalykata,8.0,15.0,bogdanovade,-7.0,D
335,164,0.25,CISNEROS Alejandra,31,ESP,cisnerosale,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,3.0,6.0,25.0,22.0,0.5,3.0,3.0,D/3,V/5,V/5,D/3,V/5,D/4,6.0,V,5,2,tovarkarain,V,5,2,wilaszekpau,V,5,4,sonyuksekbe,D,3,4,taheoceane,D,3,5,bavugekhabi,D,4,5,sicasusanma,12.0,15.0,englerturru,-3.0,D
336,165,0.25,HARADA Saki,21,JPN,haradasaki,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,3.0,6.0,23.0,20.0,0.5,3.0,7.0,D/4,V/5,V/5,D/2,V/4,D/3,6.0,D,4,5,leonardaria,D,3,4,rembilauren,V,4,2,lozanocande,V,5,3,majdandzica,D,2,2,massereysol,D,2,4,clericialic,10.0,15.0,aldananaiar,-5.0,D
337,166,0.25,HATZ Fiona,22,SUI,hatzfiona,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,3.0,6.0,22.0,19.0,0.5,3.0,1.0,D/3,V/5,V/4,D/1,V/5,D/4,6.0,V,4,0,torregoalic,D,4,5,dynerkarina,D,1,5,ndoloalexan,V,5,1,obraztsovam,V,5,3,praxmarerle,D,3,5,lindeasa,9.0,15.0,grijakmarta,-6.0,D
338,167,0.25,HESS SANCHO Gala,24,GER,hesssanchog,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,3.0,6.0,20.0,17.0,0.5,3.0,7.0,D/2,V/5,D/2,V/3,D/3,V/5,6.0,D,2,5,zensanna,V,5,1,kadyrovaiul,D,3,4,babaharuna,V,5,0,trianacebal,V,3,5,liucharlene,V,3,2,hoppemontan,12.0,15.0,burkhardisa,-3.0,D
339,168,0.25,LEONARD Ariane,20,CAN,leonardaria,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,3.0,6.0,21.0,19.0,0.5,2.0,1.0,D/3,D/1,V/5,V/5,D/2,V/5,6.0,V,5,2,clericialic,V,5,4,haradasaki,V,5,4,lozanocande,D,1,2,massereysol,D,2,3,rembilauren,D,3,4,majdandzica,7.0,15.0,yoshimurami,-8.0,D
340,169,0.25,DVININA Valeriia,29,GEO,dvininavale,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,3.0,6.0,25.0,24.0,0.5,1.0,1.0,V/5,D/2,V/5,D/4,D/4,V/5,6.0,V,5,1,brychbarbar,V,5,4,grijakmarta,D,4,5,ascassomari,D,2,5,piedrahitag,D,4,5,andryushina,V,5,4,vizeuvictor,12.0,15.0,ferrarimart,-3.0,D
341,170,0.25,KECMAN Milica,19,SRB,kecmanmilic,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,3.0,6.0,23.0,22.0,0.5,1.0,6.0,V/5,D/4,V/4,V/5,D/4,D/1,6.0,V,4,3,guimaraesma,D,1,5,malloaurian,D,4,5,okhotnikova,V,5,1,nesbitthann,V,5,3,mavrikiouir,D,4,5,malloaurian,6.0,15.0,pinggeraeli,-9.0,D
342,171,0.25,HOPPE MONTANARO Malinka,28,CAN,hoppemontan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,3.0,6.0,19.0,18.0,0.5,1.0,4.0,V/5,D/1,V/3,V/5,D/3,D/2,6.0,V,5,1,zensanna,V,5,3,babaharuna,V,3,2,liucharlene,D,3,4,kadyrovaiul,D,1,5,trianacebal,D,2,3,hesssanchog,10.0,15.0,zakharenkoa,-5.0,D
343,172,0.25,ITO Anju,20,JPN,itoanju,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,3.0,6.0,26.0,26.0,0.5,0.0,5.0,D/4,D/4,V/5,D/3,V/5,V/5,6.0,D,4,5,kunanna,D,3,5,buechkimjas,D,4,5,mummemelie,V,5,3,mateosmaria,V,5,4,constantine,V,5,4,lawsondanie,6.0,15.0,joycemichae,-9.0,D
344,173,0.25,TAKAHASHI Erika,19,JPN,takahashier,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,3.0,6.0,22.0,22.0,0.5,0.0,3.0,D/3,V/5,V/5,V/5,D/2,D/2,6.0,D,2,5,stepanyanna,V,5,2,gradymiriam,V,5,2,mullenalish,D,3,5,lutyaliya,V,5,3,kroeseroos,D,2,5,kriegerange,12.0,15.0,gonzalezsan,-3.0,D
345,173,0.25,ZETTERMANN Renata,22,BRA,zettermannr,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,3.0,6.0,22.0,22.0,0.5,0.0,7.0,V/5,V/5,D/2,D/3,D/3,V/4,6.0,V,5,1,hautalaeva,V,4,3,chukamong,D,3,5,derkachanna,V,5,4,loehrlisa-m,D,3,5,vanbrummena,D,3,4,engelchrist,11.0,15.0,goldmannlar,-4.0,D
346,175,0.25,MITCHELL Georgina,21,GBR,mitchellgeo,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,3.0,6.0,20.0,21.0,0.5,-1.0,4.0,V/4,V/5,D/0,D/4,V/5,D/2,6.0,V,4,3,isidroalba,D,4,5,tothjazmin,D,0,5,marzanirobe,V,5,2,ortegapatri,V,5,2,kimchearin,D,2,4,khrapinavio,14.0,15.0,laansookare,-1.0,D
347,176,0.25,DE WIJN Day,23,NED,dewijnday,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,3.0,6.0,16.0,17.0,0.5,-1.0,4.0,D/1,D/0,D/2,V/5,V/5,V/3,6.0,D,1,5,brovkoinna,V,5,2,limvictoria,D,2,5,yudanwoo,V,5,1,piveteauann,D,0,3,linyikheico,V,3,1,vandingenen,14.0,15.0,martinezvid,-1.0,D
348,177,0.25,LIM Cheryl,28,SGP,limcheryl,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,3.0,6.0,21.0,23.0,0.5,-2.0,3.0,V/4,D/3,V/5,D/0,D/4,V/5,6.0,D,4,5,erturkaleyn,D,3,5,feyginnicol,V,5,4,bukilili,V,4,3,torrenteluc,D,0,5,kharkovavla,V,5,1,gyurkoanna,14.0,15.0,mavrikiouir,-1.0,D
349,178,0.25,LANDO Tamara,19,ISR,landotamara,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,3.0,6.0,20.0,22.0,0.5,-2.0,7.0,D/2,D/3,V/5,V/4,D/1,V/5,6.0,D,2,3,bultynckann,V,5,2,coufalovaan,D,1,5,polisanna,D,3,5,loitkarolii,V,4,4,nixoncather,V,4,3,bozzaalessa,10.0,11.0,elkordcamil,-1.0,D
350,179,0.25,ZHENG Evelyn,22,CAN,zhengevelyn,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.0,6.0,18.0,20.0,0.5,-2.0,5.0,D/2,V/5,D/2,V/5,D/3,D/1,6.0,V,5,2,kroesekatel,V,5,2,yoshimurami,D,2,5,franssonemm,D,1,1,chantszchin,D,2,5,spasanastas,D,3,5,cebulaanne,7.0,15.0,engelchrist,-8.0,D
351,180,0.25,MASSEREY Solene,22,SUI,massereysol,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,3.0,6.0,14.0,16.0,0.5,-2.0,3.0,V/2,V/5,D/1,V/2,D/2,D/2,6.0,D,2,3,rembilauren,V,5,1,majdandzica,D,1,5,clericialic,V,2,1,leonardaria,V,2,1,lozanocande,D,2,5,haradasaki,12.0,13.0,trianacebal,-1.0,D
352,181,0.25,BUECH Kim Jasmin,26,SUI,buechkimjas,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,3.0,6.0,23.0,26.0,0.5,-3.0,4.0,V/5,D/4,V/5,V/5,D/1,D/3,6.0,V,5,4,mummemelie,V,5,3,itoanju,V,5,4,constantine,D,1,5,lawsondanie,D,4,5,kunanna,D,3,5,mateosmaria,11.0,15.0,gorammeliss,-4.0,D
353,182,0.25,LEHTONEN Suvi,38,FIN,lehtonensuv,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,3.0,6.0,15.0,19.0,0.5,-4.0,3.0,V/5,D/2,D/2,V/1,D/0,V/5,6.0,D,0,5,correasanta,D,2,3,mesicana,D,2,5,ehleralexan,V,5,3,garciarodri,V,1,0,englerturru,V,5,3,berendscarm,8.0,9.0,lixandrunic,-1.0,D
354,183,0.25,TATARAN Amalia,27,ROU,tataranamal,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,3.0,6.0,21.0,27.0,0.5,-6.0,2.0,D/2,V/5,D/2,V/5,V/5,D/2,6.0,V,5,4,favreaurore,V,5,4,traditigaia,V,5,4,rochalucie,D,2,5,parkfaith,D,2,5,kesaevamari,D,2,5,barnesrache,10.0,15.0,khrapinavio,-5.0,D
355,184,0.25,PAWLOWSKA Magdalena,28,POL,pawlowskama,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,2.0,5.0,21.0,19.0,0.4,2.0,5.0,D/4,V/5,V/5,D/3,D/4,D/0,6.0,V,5,1,zakharenkoa,D,3,5,staehlilaur,D,4,5,wetzkerlaur,D,0,0,kuuskkristi,V,5,3,jukicpaula,D,4,5,nagykinga,14.0,15.0,chwojniktam,-1.0,D
356,185,0.25,SHIN Hyuna,26,KOR,shinhyuna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,2.0,5.0,20.0,22.0,0.4,-2.0,2.0,D/2,D/4,D/4,V/5,V/5,,5.0,D,2,5,martenssone,V,5,3,leontemihae,D,4,5,goldmannlar,D,4,5,sulenburgos,V,5,4,gnamtamara,,,,,9.0,10.0,cagninbeatr,-1.0,D
357,186,0.25,DE PESTEL Amber,33,BEL,depestelamb,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,2.0,5.0,19.0,21.0,0.4,-2.0,1.0,V/5,D/4,V/5,D/1,D/4,,5.0,V,5,3,zabolotnada,D,4,5,favreangeli,D,4,5,demarchiele,D,1,5,doigcaldero,V,5,3,pinyoltomas,,,,,10.0,15.0,mummemelie,-5.0,D
358,187,0.25,SCHMIDL Paula,25,AUT,schmidlpaul,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,2.0,5.0,17.0,19.0,0.4,-2.0,2.0,D/1,V/5,V/5,D/3,D/3,,5.0,D,1,5,knezevickat,D,3,5,differtnell,V,5,2,vargashilla,V,5,3,hidevictori,D,3,4,salamonreka,,,,,12.0,15.0,pytkakamila,-3.0,D
359,188,0.25,BALOGH Bella,18,HUN,baloghbella,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,2.0,5.0,17.0,20.0,0.4,-3.0,2.0,V/5,V/5,D/2,D/2,D/3,,5.0,V,5,1,joycemichae,D,3,5,gonzalezsan,D,2,5,mroszczakan,V,5,4,ditellaisab,D,2,5,mayrfranzis,,,,,11.0,15.0,parkfaith,-4.0,D
360,189,0.25,KNEZEVIC Katarina,27,SRB,knezevickat,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,5.0,14.0,17.0,0.4,-3.0,1.0,V/5,D/1,V/5,D/2,D/1,,5.0,V,5,1,schmidlpaul,D,1,5,hidevictori,D,1,5,differtnell,D,2,3,salamonreka,V,5,3,vargashilla,,,,,12.0,15.0,nixoncather,-3.0,D
361,190,0.25,ENGDAHL Sophie,21,SWE,engdahlsoph,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,2.0,6.0,25.0,24.0,0.333,1.0,7.0,V/5,D/4,D/4,V/5,D/3,D/4,6.0,V,5,4,burkhardisa,D,4,5,abdulrahman,D,3,5,washingtoni,D,4,5,borsodyemma,V,5,5,raposodana,V,5,0,dejongchery,13.0,15.0,doubovadomi,-2.0,D
362,191,0.25,CORREA SANTA Carmen Andrea,17,COL,correasanta,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,2.0,6.0,24.0,23.0,0.333,1.0,6.0,D/4,D/4,V/5,D/3,V/5,D/3,6.0,V,5,0,lehtonensuv,D,3,5,berendscarm,D,4,5,mesicana,D,3,5,ehleralexan,D,4,5,garciarodri,V,5,5,berendscarm,11.0,15.0,brychbarbar,-4.0,D
363,192,0.25,GRIJAK Jana,23,SRB,grijakjana,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,2.0,6.0,24.0,24.0,0.333,0.0,7.0,D/4,V/5,D/4,V/5,D/4,D/2,6.0,D,4,5,laansookare,D,2,5,pechovovami,D,4,5,santuccioal,V,5,3,conradanast,V,5,5,lixandrunic,V,5,1,labroemma,12.0,15.0,vizeuvictor,-3.0,D
364,193,0.25,GUNAC Gokce,35,TUR,gunacgokce,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,2.0,6.0,24.0,25.0,0.333,-1.0,6.0,V/5,D/4,V/5,D/2,D/4,D/4,6.0,V,5,3,kohellemeih,D,4,5,verretalexa,D,4,5,aldananaiar,D,2,5,nagaianna,V,5,2,vonkerssenb,D,4,5,verretalexa,14.0,15.0,abdulrahman,-1.0,D
365,194,0.25,KORNEEVA Arina,25,GEO,korneevaari,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,2.0,6.0,23.0,24.0,0.333,-1.0,7.0,V/5,D/4,D/2,D/3,D/4,V/5,6.0,V,5,3,boudreaujus,V,5,2,saucedorocí,D,4,5,samkoanasta,D,4,5,predescuale,D,3,5,holmeskatha,D,3,4,pytkakamila,8.0,9.0,cisnerossof,-1.0,D
366,195,0.25,PLANT Bethan,23,GBR,plantbethan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,2.0,6.0,22.0,24.0,0.333,-2.0,3.0,V/5,D/3,D/3,D/2,D/4,V/5,6.0,D,4,5,stahlbergna,D,3,5,dekanykinga,D,3,5,bogdanovade,V,5,2,mackinnonle,D,2,3,gorammeliss,V,5,4,robleselena,7.0,15.0,chanwailing,-8.0,D
367,196,0.25,BERENDS Carmen,28,NED,berendscarm,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,2.0,6.0,22.0,25.0,0.333,-3.0,7.0,D/3,V/5,D/3,D/2,D/4,V/5,6.0,D,3,4,garciarodri,V,5,3,correasanta,D,4,5,englerturru,V,5,3,mesicana,D,2,5,lehtonensuv,D,2,5,ehleralexan,11.0,14.0,erturkaleyn,-3.0,D
368,197,0.25,POWELL Alexandra,21,GBR,powellalexa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,2.0,6.0,21.0,24.0,0.333,-3.0,4.0,D/4,V/5,D/4,V/5,D/3,D/0,6.0,D,4,5,fernandezca,V,5,1,bonitofabia,D,4,5,mizeraolga,D,3,5,leesinhee,V,5,3,salazaralda,D,0,5,guzzivincen,14.0,15.0,dekanykinga,-1.0,D
369,198,0.25,NAHAPETYAN Datev,22,ARG,nahapetyand,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,2.0,6.0,23.0,27.0,0.333,-4.0,1.0,V/5,D/3,D/3,D/3,V/5,D/4,6.0,D,3,5,varfolomyey,D,4,5,murtazaevaa,D,3,5,azukaitevik,D,3,5,panuschkacl,V,5,4,cisnerossof,V,5,3,schwanteslo,6.0,15.0,babaharuna,-9.0,D
370,199,0.25,VERES Greta,27,ROU,veresgreta,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,2.0,6.0,20.0,25.0,0.333,-5.0,1.0,D/4,V/5,V/5,D/3,D/3,D/0,6.0,V,5,1,kurokiyume,D,0,5,zamoranoand,D,3,5,sadlerlouis,V,5,4,wongshams,D,3,5,klasikalicj,D,4,5,hechtdar,7.0,15.0,ehleralexan,-8.0,D
371,200,0.25,BARNES Rachel,21,GBR,barnesrache,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,2.0,6.0,14.0,19.0,0.333,-5.0,1.0,V/5,D/3,V/5,D/0,D/0,D/1,6.0,V,5,0,kesaevamari,D,1,3,parkfaith,D,0,5,favreaurore,D,3,4,traditigaia,D,0,5,rochalucie,V,5,2,tataranamal,11.0,12.0,linyikheico,-1.0,D
372,201,0.25,LOIT Karoliine,21,EST,loitkarolii,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,2.0,6.0,19.0,25.0,0.333,-6.0,2.0,V/5,D/4,D/2,D/2,D/1,V/5,6.0,D,2,3,polisanna,D,4,5,nixoncather,D,1,5,coufalovaan,V,5,3,landotamara,D,2,5,bozzaalessa,V,5,4,bultynckann,13.0,15.0,favreaurore,-2.0,D
373,202,0.25,PIEDRAHITA GOMEZ Alejandra,18,COL,piedrahitag,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,2.0,6.0,18.0,24.0,0.333,-6.0,3.0,V/5,D/1,D/1,D/4,D/2,V/5,6.0,D,2,5,andryushina,D,1,5,vizeuvictor,D,1,5,brychbarbar,V,5,2,dvininavale,D,4,5,ascassomari,V,5,2,grijakmarta,11.0,15.0,wetzkerlaur,-4.0,D
374,203,0.25,PRAXMARER Leonore,19,AUT,praxmarerle,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,2.0,6.0,19.0,26.0,0.333,-7.0,6.0,D/3,V/5,D/1,V/5,D/1,D/4,6.0,D,1,3,obraztsovam,D,4,5,dynerkarina,V,5,4,lindeasa,V,5,4,torregoalic,D,3,5,hatzfiona,D,1,5,dynerkarina,6.0,15.0,foiettanico,-9.0,D
375,204,0.25,JONAS Anna,25,GER,jonasanna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,2.0,6.0,18.0,25.0,0.333,-7.0,5.0,D/3,D/1,D/2,V/3,D/4,V/5,6.0,D,1,5,zuikovavero,V,3,2,hsiehkaylin,D,3,5,prafilcapac,V,5,3,caicedogrue,D,2,5,zagalajagod,D,4,5,galpereva,14.0,15.0,gnamtamara,-1.0,D
376,205,0.25,KUROKI Yume,27,JPN,kurokiyume,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,2.0,6.0,17.0,24.0,0.333,-7.0,4.0,D/1,V/5,D/3,D/2,D/3,V/3,6.0,D,1,5,veresgreta,D,2,5,sadlerlouis,D,3,5,wongshams,D,3,4,klasikalicj,V,5,3,hechtdar,V,3,2,zamoranoand,7.0,15.0,doigcaldero,-8.0,D
377,206,0.25,CHATZISARANTOU Nikoletta,24,GRE,chatzisaran,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,2.0,6.0,20.0,28.0,0.333,-8.0,4.0,D/2,D/4,V/5,D/4,V/5,D/0,6.0,D,2,5,brunnerpaul,D,4,5,cagninbeatr,V,5,4,pinggeraeli,V,5,4,smithtaylor,D,4,5,limtaehee,D,0,5,jaramilloqu,8.0,15.0,ditellaisab,-7.0,D
378,207,0.25,CHACON Camila,20,VEN,chaconcamil,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,2.0,6.0,18.0,26.0,0.333,-8.0,4.0,V/5,D/1,D/3,D/2,V/4,D/3,6.0,V,5,3,lorenzthere,D,2,5,rizzigiulia,D,3,5,chwojniktam,V,4,3,milicicandj,D,1,5,svystilyuli,D,3,5,martinezvid,8.0,15.0,differtnell,-7.0,D
379,207,0.25,PRAFIL CAPACCIO Rayllen Delfina,18,ARG,prafilcapac,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,2.0,6.0,18.0,26.0,0.333,-8.0,1.0,D/3,D/2,D/1,V/5,D/3,V/4,6.0,D,1,5,hsiehkaylin,V,4,3,caicedogrue,V,5,3,jonasanna,D,2,5,zagalajagod,D,3,5,galpereva,D,3,5,zuikovavero,14.0,15.0,vandingenen,-1.0,D
380,209,0.0,ZELENTSOVA Anastasiia,21,UKR,zelentsovaa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,2.0,6.0,15.0,23.0,0.333,-8.0,1.0,D/3,V/3,D/0,D/3,V/5,D/1,6.0,D,0,5,vainbergsop,D,1,5,beneabianca,D,3,4,kardosedina,V,3,2,kuttlaura,V,5,2,lopezdelape,D,3,5,bieleszovav,,,,,
381,210,0.0,BOUDREAU Justine,20,CAN,boudreaujus,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,2.0,6.0,17.0,26.0,0.333,-9.0,1.0,D/1,D/1,V/4,D/3,V/5,D/3,6.0,V,4,3,pytkakamila,D,3,5,korneevaari,D,3,5,samkoanasta,D,1,5,holmeskatha,V,5,3,saucedorocí,D,1,5,predescuale,,,,,
382,211,0.0,LABRO Emma,22,BEL,labroemma,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,2.0,6.0,16.0,25.0,0.333,-9.0,4.0,V/5,D/2,V/5,D/0,D/3,D/1,6.0,V,5,1,laansookare,D,0,5,santuccioal,V,5,4,lixandrunic,D,3,5,pechovovami,D,2,5,conradanast,D,1,5,grijakjana,,,,,
383,212,0.0,ASCASSO Maria,30,ESP,ascassomari,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,2.0,6.0,18.0,28.0,0.333,-10.0,5.0,V/5,D/3,V/5,D/2,D/0,D/3,6.0,D,3,5,vizeuvictor,D,2,5,brychbarbar,V,5,4,dvininavale,D,3,5,grijakmarta,V,5,4,piedrahitag,D,0,5,andryushina,,,,,
