,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp
1231,145.0,0.25,DVININA Valeriia,29.0,GEO,dvininavale,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,14.0,mavrikiouir,1.0,V,8.0,15.0,vuorinenann,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,3.0,6.0,22.0,21.0,0.5,1.0,1.0,V/4,D/2,V/5,V/5,D/2,D/4,6.0,V,5.0,1.0,elamurmia,D,4.0,3.0,martenssone,V,5.0,2.0,novosjolova,D,2.0,5.0,mroszczakan,D,2.0,5.0,ehabnardin,V,4.0,3.0,azukaitevik
1232,145.0,0.25,GUZZI VINCENTI Margherita,32.0,USA,guzzivincen,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,9.0,babaharuna,6.0,V,11.0,15.0,bezhuradzho,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,3.0,6.0,22.0,21.0,0.5,1.0,6.0,D/1,V/5,V/5,D/4,V/5,D/2,6.0,V,5.0,3.0,huberpia,D,2.0,5.0,epeelaurenc,V,5.0,2.0,stanierlydi,D,4.0,5.0,vuorinenann,D,1.0,5.0,martenssone,V,5.0,5.0,epeelaurenc
1233,145.0,0.25,MILLETTE Marie-Frederique,17.0,CAN,millettemar,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,13.0,sennerlinho,2.0,V,8.0,9.0,chukamong,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,3.0,6.0,22.0,21.0,0.5,1.0,5.0,D/3,D/2,V/5,V/5,V/5,D/2,6.0,D,2.0,3.0,predescuale,V,5.0,4.0,babaharuna,D,3.0,4.0,silettivitt,D,2.0,4.0,shiyuexin,V,5.0,2.0,klasikalicj,V,5.0,4.0,mimigiannie
1234,148.0,0.25,JASKULLA Klara,21.0,GER,jaskullakla,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,10.0,radfordamy,5.0,V,11.0,15.0,maksymenkoa,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,3.0,6.0,24.0,24.0,0.5,0.0,5.0,D/3,V/5,D/4,D/2,V/5,V/5,6.0,V,5.0,1.0,noranuarfil,D,2.0,5.0,coufalovaan,D,3.0,5.0,vitaliscora,V,5.0,4.0,limjoomi,D,4.0,5.0,garciarodri,V,5.0,4.0,pytkakamila
1235,149.0,0.25,KRYVYTSKA Olena,35.0,UKR,kryvytskaol,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,13.0,niliskkrist,2.0,V,10.0,15.0,trzebinskae,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,3.0,6.0,20.0,21.0,0.5,-1.0,6.0,D/2,V/5,V/5,D/1,D/2,V/5,6.0,V,5.0,3.0,saitohana,V,5.0,0.0,lixandrunic,V,5.0,3.0,aschehougir,D,1.0,5.0,kangyoungmi,D,2.0,5.0,gogniatvani,D,2.0,0.0,lixandrunic
1236,150.0,0.25,MATEOS Maria,24.0,ESP,mateosmaria,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,14.0,lixandrunic,1.0,V,11.0,15.0,kharkovavla,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,3.0,6.0,23.0,25.0,0.5,-2.0,1.0,D/3,D/4,V/5,D/2,V/4,V/5,6.0,V,5.0,4.0,huzayenlma,V,5.0,4.0,guimaraesma,D,2.0,5.0,kriegerange,D,4.0,5.0,kuuskkristi,V,4.0,3.0,maksymenkoa,D,3.0,4.0,jaramilloqu
1237,151.0,0.25,MULTERER Ricarda,32.0,GER,multererric,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,8.0,hatzfiona,7.0,V,5.0,15.0,satonozomi,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,3.0,6.0,19.0,21.0,0.5,-2.0,4.0,D/1,V/3,V/5,D/4,V/2,D/4,6.0,D,1.0,5.0,bieleszovav,D,4.0,5.0,vanmarionki,V,5.0,3.0,vizeuvictor,V,2.0,1.0,brychbarbar,V,3.0,2.0,cisnerossof,D,4.0,5.0,pirkowskiam
1238,152.0,0.25,BOGDANOV Adele,19.0,ISR,bogdanovade,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,7.0,verretalexa,8.0,V,14.0,15.0,dekanykinga,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,3.0,6.0,24.0,27.0,0.5,-3.0,1.0,D/3,V/5,V/5,D/4,V/5,D/2,6.0,V,5.0,4.0,prosinasofi,D,2.0,5.0,abdulrahman,D,4.0,5.0,mesicana,V,5.0,4.0,sennerlinho,V,5.0,4.0,lawsondanie,D,3.0,5.0,louismariea
1239,153.0,0.25,GRIJAK Marta,22.0,SRB,grijakmarta,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,9.0,galpereva,6.0,V,11.0,15.0,sunyiwen,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,3.0,6.0,22.0,25.0,0.5,-3.0,5.0,V/5,V/5,D/2,D/4,V/5,D/1,6.0,V,5.0,4.0,fongsumsoph,D,4.0,5.0,zabolotnada,V,5.0,4.0,pechovovami,D,1.0,5.0,veresgreta,D,2.0,5.0,bukilili,V,5.0,2.0,hidevictori
1240,154.0,0.25,BOS Valentina,23.0,SUI,bosvalentin,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,7.0,kalmangyong,8.0,V,11.0,15.0,leesinhee,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.0,6.0,20.0,23.0,0.5,-3.0,2.0,V/5,D/3,D/2,V/4,D/1,V/5,6.0,V,4.0,3.0,clericialic,D,3.0,5.0,anisdinara,D,1.0,5.0,mowanlin,V,5.0,4.0,yoshimurami,D,2.0,5.0,conrademily,V,5.0,1.0,knezevickat
1241,154.0,0.25,SMITH TAYLOR Katrina,31.0,GBR,smithtaylor,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,8.0,piaseckacar,7.0,V,9.0,15.0,leehyein,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.0,6.0,20.0,23.0,0.5,-3.0,7.0,D/1,V/5,V/5,D/3,V/5,D/1,6.0,D,1.0,5.0,nagykinga,D,1.0,5.0,sersotjade,V,5.0,3.0,mikkilainka,V,5.0,4.0,chanwailing,D,3.0,1.0,yoshimatsur,D,3.0,5.0,liuchang
1242,156.0,0.25,EHLER Alexandra,27.0,GER,ehleralexan,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,9.0,8.0,zittelalexa,1.0,V,10.0,15.0,favreangeli,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,2.0,5.0,16.0,19.0,0.4,-3.0,1.0,V/4,D/2,D/2,V/5,D/3,,5.0,V,4.0,1.0,samkoanasta,D,2.0,5.0,nagaianna,D,3.0,5.0,beljajevaju,V,5.0,3.0,caronjulia,D,2.0,5.0,cagninbeatr,,,,
1243,157.0,0.25,CAGNIN Beatrice,23.0,ITA,cagninbeatr,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,10.0,romeovirgin,5.0,V,10.0,15.0,nabethcamil,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,2.0,5.0,14.0,21.0,0.4,-7.0,4.0,V/5,V/5,D/2,D/1,D/1,,5.0,D,2.0,5.0,nagaianna,D,1.0,5.0,caronjulia,V,5.0,4.0,samkoanasta,D,1.0,5.0,beljajevaju,V,5.0,2.0,ehleralexan,,,,
1244,158.0,0.25,SPICE Sarah,22.0,NZL,spicesarah,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,11.0,prosinasofi,4.0,V,5.0,15.0,linsheng,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.0,5.0,12.0,22.0,0.4,-10.0,6.0,V/5,V/5,D/0,D/0,D/2,,5.0,D,2.0,5.0,aldananaiar,V,5.0,4.0,matskevitsi,V,5.0,3.0,LEBOR Hannah,D,0.0,5.0,parkfaith,D,0.0,5.0,hsiehkaylin,,,,
1245,159.0,0.25,BULTYNCK Anne,22.0,BEL,bultynckann,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,15.0,14.0,martenssone,1.0,V,5.0,15.0,yusihan,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,2.0,6.0,23.0,26.0,0.333,-3.0,7.0,D/4,V/5,D/3,V/5,D/2,D/4,6.0,D,4.0,5.0,trzebinskae,D,4.0,5.0,wedelfloria,D,2.0,5.0,beneabianca,V,5.0,3.0,verretalexa,V,5.0,5.0,wimmerdorin,V,5.0,3.0,truusegabri
1246,160.0,0.25,VANDINGENEN Aube,21.0,BEL,vandingenen,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,11.0,10.0,cisnerossof,1.0,V,12.0,15.0,beljajevaju,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,2.0,6.0,19.0,22.0,0.333,-3.0,6.0,D/4,D/0,D/2,V/5,V/5,D/3,6.0,D,2.0,5.0,stillernata,D,3.0,5.0,kharkovavla,D,0.0,1.0,chukamong,V,5.0,3.0,besternatan,D,4.0,5.0,loehrlisa-m,V,5.0,5.0,kharkovavla
1247,161.0,0.25,PRAXMARER Leonore,19.0,AUT,praxmarerle,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,12.0,15.0,mihalykata,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,3.0,6.0,25.0,21.0,0.5,4.0,3.0,V/5,D/4,D/3,V/5,D/3,V/5,6.0,D,3.0,5.0,hilbrigvikt,D,4.0,5.0,kurokiyume,D,3.0,5.0,mackinnonle,V,5.0,1.0,joycemichae,V,5.0,2.0,komissarova,V,5.0,3.0,sadlerlouis
1248,162.0,0.25,CISNEROS Sofia,26.0,ESP,cisnerossof,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,10.0,11.0,vandingenen,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,3.0,6.0,22.0,19.0,0.5,3.0,2.0,V/5,V/5,D/2,V/5,D/3,D/2,6.0,V,5.0,3.0,vanmarionki,V,5.0,4.0,vizeuvictor,D,3.0,5.0,brychbarbar,D,2.0,3.0,pirkowskiam,D,2.0,3.0,multererric,V,5.0,1.0,bieleszovav
1249,163.0,0.25,PANUSCHKA Claudia,44.0,AUT,panuschkacl,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,12.0,15.0,vizeuvictor,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,3.0,6.0,25.0,23.0,0.5,2.0,6.0,D/4,V/5,V/5,D/2,V/5,D/4,6.0,V,5.0,4.0,dekanykinga,D,4.0,5.0,vonkerssenb,V,5.0,2.0,gabershirwi,D,2.0,5.0,serapinaite,D,4.0,5.0,liucharlene,V,5.0,5.0,vonkerssenb
1250,164.0,0.25,MARTENSSON Elvira,23.0,SWE,martenssone,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,14.0,15.0,bultynckann,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3.0,6.0,22.0,20.0,0.5,2.0,1.0,D/3,V/5,V/4,D/2,V/5,D/3,6.0,V,4.0,1.0,vuorinenann,D,3.0,5.0,epeelaurenc,D,2.0,5.0,vassiljevak,V,5.0,3.0,huberpia,V,5.0,1.0,guzzivincen,D,3.0,5.0,stanierlydi
1251,165.0,0.25,PREDESCU Alexandra,23.0,ROU,predescuale,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,13.0,15.0,gnamtamara,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,3.0,6.0,21.0,19.0,0.5,2.0,2.0,D/3,V/4,D/3,V/3,V/5,D/3,6.0,V,3.0,2.0,millettemar,V,4.0,2.0,klasikalicj,V,5.0,1.0,mimigiannie,D,3.0,4.0,shiyuexin,D,3.0,5.0,babaharuna,D,3.0,5.0,silettivitt
1252,166.0,0.25,PROSINA Sofija,16.0,LAT,prosinasofi,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,11.0,15.0,spicesarah,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,3.0,6.0,24.0,24.0,0.5,0.0,4.0,D/4,D/2,D/3,V/5,V/5,V/5,6.0,D,4.0,5.0,bogdanovade,V,5.0,2.0,mesicana,D,3.0,5.0,sennerlinho,V,5.0,3.0,lawsondanie,D,2.0,5.0,louismariea,V,5.0,4.0,abdulrahman
1253,167.0,0.25,ROMEO Virginia,20.0,SUI,romeovirgin,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,10.0,15.0,cagninbeatr,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,3.0,6.0,23.0,23.0,0.5,0.0,5.0,D/3,V/5,V/5,D/3,V/4,D/3,6.0,V,5.0,1.0,rochalucie,D,3.0,5.0,hesssanchog,D,3.0,5.0,demarchiele,D,3.0,5.0,swatowska-w,V,5.0,4.0,labroemma,V,4.0,3.0,lehtonensuv
1254,168.0,0.25,ZITTEL Alexandra,18.0,GER,zittelalexa,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,8.0,9.0,ehleralexan,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,3.0,6.0,22.0,22.0,0.5,0.0,3.0,V/5,D/3,D/3,D/1,V/5,V/5,6.0,V,5.0,3.0,proksikovap,D,3.0,5.0,pantelyeyev,D,3.0,5.0,hechtdar,V,5.0,1.0,kalmangyong,D,1.0,5.0,marzanirobe,V,5.0,3.0,kecmanmilic
1255,168.0,0.25,ZIVANOVIC Jovana,24.0,SRB,zivanovicjo,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,8.0,15.0,leborhannah,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,3.0,6.0,22.0,22.0,0.5,0.0,2.0,D/3,D/3,V/4,V/5,D/2,V/5,6.0,V,5.0,3.0,zgryzniakki,D,3.0,4.0,yudanwoo,D,2.0,5.0,huellas-bru,V,5.0,2.0,washingtoni,V,4.0,3.0,kardosedina,D,3.0,5.0,elkordcamil
1256,170.0,0.25,HECHT Dar,22.0,ISR,hechtdar,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,10.0,15.0,wimmerdorin,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,3.0,6.0,23.0,26.0,0.5,-3.0,4.0,D/4,V/5,V/5,D/0,V/5,D/4,6.0,D,4.0,5.0,kalmangyong,D,0.0,5.0,marzanirobe,V,5.0,3.0,zittelalexa,V,5.0,4.0,proksikovap,V,5.0,4.0,pantelyeyev,D,4.0,5.0,kecmanmilic
1257,171.0,0.25,KALMAN Gyongyver,19.0,HUN,kalmangyong,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,7.0,15.0,bosvalentin,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,3.0,6.0,22.0,25.0,0.5,-3.0,1.0,D/4,D/1,V/5,V/5,D/2,V/5,6.0,V,5.0,4.0,hechtdar,V,5.0,2.0,kecmanmilic,V,5.0,4.0,marzanirobe,D,1.0,5.0,zittelalexa,D,2.0,5.0,proksikovap,D,4.0,5.0,pantelyeyev
1258,172.0,0.25,GALPER Eva,20.0,ISR,galpereva,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,9.0,15.0,grijakmarta,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.0,6.0,20.0,23.0,0.5,-3.0,3.0,D/1,V/4,D/3,V/5,D/2,V/5,6.0,D,2.0,5.0,varfolomyey,V,4.0,3.0,constantine,D,3.0,5.0,dionguendey,D,1.0,5.0,vanrysselel,V,5.0,1.0,nikapinelop,V,5.0,4.0,goldmannlar
1259,172.0,0.25,PIASECKA Caroline,32.0,NOR,piaseckacar,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,8.0,15.0,smithtaylor,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.0,6.0,20.0,23.0,0.5,-3.0,1.0,V/5,V/5,D/4,D/0,D/1,V/5,6.0,D,4.0,5.0,muridovatam,V,5.0,2.0,aussandra,D,0.0,5.0,mummemelie,V,5.0,4.0,yusihan,D,1.0,4.0,linyikheico,V,5.0,3.0,borsodyemma
1260,174.0,0.25,HATZ Fiona,23.0,SUI,hatzfiona,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,8.0,15.0,multererric,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,3.0,6.0,18.0,21.0,0.5,-3.0,4.0,V/5,D/0,V/5,D/1,V/5,D/2,6.0,V,5.0,2.0,salmgaia-ma,D,1.0,5.0,leehyein,V,5.0,3.0,grijakjana,V,5.0,4.0,boronenkoil,D,0.0,5.0,suzukihonam,D,2.0,2.0,boonekelly
1261,174.0,0.25,VERRET Alexanne,24.0,CAN,verretalexa,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,7.0,15.0,bogdanovade,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,3.0,6.0,18.0,21.0,0.5,-3.0,2.0,V/5,V/3,V/5,D/2,D/0,D/3,6.0,D,2.0,5.0,beneabianca,V,3.0,2.0,wimmerdorin,D,0.0,5.0,wedelfloria,D,3.0,5.0,bultynckann,V,5.0,2.0,truusegabri,V,5.0,2.0,trzebinskae
1262,176.0,0.25,LIXANDRU Nicole,19.0,ESP,lixandrunic,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,14.0,15.0,mateosmaria,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,3.0,6.0,19.0,25.0,0.5,-6.0,7.0,D/1,V/5,V/5,D/3,V/5,D/0,6.0,D,1.0,5.0,gogniatvani,D,0.0,5.0,kryvytskaol,V,5.0,4.0,foiettanico,V,5.0,4.0,aschehougir,D,3.0,2.0,saitohana,D,3.0,5.0,kangyoungmi
1263,177.0,0.25,NILISK Kristiin,18.0,EST,niliskkrist,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,13.0,15.0,kryvytskaol,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,3.0,6.0,18.0,24.0,0.5,-6.0,7.0,V/5,D/2,D/0,D/1,V/5,V/5,6.0,V,5.0,3.0,franssonemm,V,5.0,4.0,chaconcamil,V,5.0,2.0,razasconoka,D,2.0,5.0,rizzigiulia,D,1.0,5.0,bezhuradzho,D,1.0,5.0,leesinhee
1264,178.0,0.25,NAGAI Anna,20.0,JPN,nagaianna,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,12.0,15.0,zgryzniakki,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,2.0,5.0,16.0,17.0,0.4,-1.0,3.0,V/5,D/2,V/5,D/3,D/1,,5.0,V,5.0,2.0,cagninbeatr,V,5.0,2.0,ehleralexan,D,3.0,5.0,caronjulia,D,2.0,3.0,samkoanasta,D,1.0,5.0,beljajevaju,,,,
1265,179.0,0.25,LORENZ Therese,54.0,AUT,lorenzthere,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,10.0,15.0,jaramilloqu,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,2.0,5.0,17.0,19.0,0.4,-2.0,4.0,D/3,D/2,V/5,D/2,V/5,,5.0,V,5.0,3.0,engdahlsoph,D,2.0,5.0,kverfeldmar,D,2.0,3.0,svystilyuli,V,5.0,3.0,klughardtgl,D,3.0,5.0,saligerovak,,,,
1266,180.0,0.25,GROLLMISCH Felicitas,20.0,GER,grollmischf,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,9.0,12.0,kurokiyume,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,2.0,5.0,16.0,18.0,0.4,-2.0,4.0,D/2,V/5,V/4,D/3,D/2,,5.0,V,4.0,1.0,radfordamy,D,3.0,4.0,moellhausen,V,5.0,4.0,grabovskyte,D,2.0,5.0,buechkimjas,D,2.0,4.0,feyginnicol,,,,
1267,181.0,0.25,RADFORD Amy,28.0,GBR,radfordamy,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,10.0,15.0,jaskullakla,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,2.0,5.0,12.0,19.0,0.4,-7.0,3.0,D/0,V/5,D/1,D/1,V/5,,5.0,D,1.0,4.0,grollmischf,D,0.0,5.0,feyginnicol,D,1.0,5.0,moellhausen,V,5.0,1.0,grabovskyte,V,5.0,4.0,buechkimjas,,,,
1268,182.0,0.25,BABA Haruna,25.0,JPN,babaharuna,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,9.0,15.0,guzzivincen,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,6.0,24.0,23.0,0.333,1.0,4.0,D/4,V/5,V/5,D/4,D/3,D/3,6.0,D,4.0,5.0,silettivitt,D,4.0,5.0,millettemar,V,5.0,1.0,klasikalicj,D,3.0,5.0,mimigiannie,V,5.0,3.0,predescuale,D,3.0,4.0,shiyuexin
1269,182.0,0.25,MAVRIKIOU Irina,38.0,CYP,mavrikiouir,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,14.0,15.0,dvininavale,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,6.0,24.0,23.0,0.333,1.0,5.0,V/5,D/4,D/2,V/5,D/4,D/4,6.0,D,4.0,5.0,powellalexa,V,5.0,2.0,nikolaichuk,V,5.0,1.0,reumuellerm,D,4.0,5.0,wetzkerlaur,D,2.0,5.0,doquetanael,D,4.0,5.0,cebulaanne
1270,184.0,0.25,SENNERLIN HOLM Engla,18.0,SWE,sennerlinho,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,13.0,15.0,millettemar,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,2.0,6.0,26.0,27.0,0.333,-1.0,3.0,D/4,D/4,V/5,D/4,V/5,D/4,6.0,V,5.0,4.0,lawsondanie,D,4.0,5.0,louismariea,V,5.0,3.0,prosinasofi,D,4.0,5.0,bogdanovade,D,4.0,5.0,mesicana,D,4.0,5.0,abdulrahman
1271,185.0,0.25,TOTH Jazmin,20.0,HUN,tothjazmin,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,11.0,15.0,beneabianca,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,2.0,6.0,23.0,24.0,0.333,-1.0,2.0,D/4,D/4,D/4,D/1,V/5,V/5,6.0,D,1.0,5.0,nixoncather,D,4.0,5.0,beseckadarj,V,5.0,2.0,aigermanova,V,5.0,2.0,ngontatsara,D,4.0,5.0,janellizofi,D,4.0,5.0,satonozomi
1272,186.0,0.25,JEONG Jiyoun,25.0,KOR,jeongjiyoun,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,7.0,15.0,vonkerssenb,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,2.0,6.0,19.0,20.0,0.333,-1.0,7.0,D/3,D/0,V/5,D/3,D/3,V/5,6.0,D,3.0,5.0,korneevaari,V,5.0,1.0,vellestekar,D,3.0,4.0,sunyiwen,D,0.0,5.0,muharieszte,D,3.0,0.0,mizeraolga,D,3.0,5.0,landotamara
1273,187.0,0.25,STILLER Natalja,18.0,DEN,stillernata,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,9.0,15.0,cisnerosale,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,2.0,6.0,22.0,24.0,0.333,-2.0,3.0,D/3,D/3,V/5,D/2,V/5,D/4,6.0,V,5.0,2.0,vandingenen,D,3.0,5.0,chukamong,V,5.0,2.0,besternatan,D,3.0,5.0,loehrlisa-m,D,2.0,5.0,ningemma,D,4.0,5.0,kharkovavla
1274,188.0,0.25,WASHINGTON Isis,29.0,USA,washingtoni,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,8.0,9.0,pytkakamila,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,2.0,6.0,21.0,23.0,0.333,-2.0,7.0,V/5,D/2,D/2,V/5,D/3,D/4,6.0,V,5.0,1.0,elkordcamil,D,4.0,5.0,huellas-bru,D,3.0,5.0,zgryzniakki,D,2.0,5.0,zivanovicjo,V,5.0,3.0,yudanwoo,V,5.0,4.0,kardosedina
1275,189.0,0.25,CONSTANTINESCU Cristina,20.0,ROU,constantine,Coupe du Monde,Tallin,2022-11-11 00:00:00,S,E,F,I,A,13.0,15.0,centenerama,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,2.0,6.0,22.0,25.0,0.333,-3.0,2.0,D/4,D/3,D/3,V/5,D/2,V/5,6.0,V,5.0,2.0,nikapinelop,D,3.0,4.0,galpereva,D,2.0,5.0,varfolomyey,V,5.0,4.0,goldmannlar,D,3.0,5.0,dionguendey,D,4.0,5.0,vanrysselel
